"Country.Region","date","Confirmed","Deaths","Recovered"
"UK","03-21-2020",5067,234,67
"Ukraine","03-21-2020",47,3,1
"United Arab Emirates","03-21-2020",153,2,38
"Uruguay","03-21-2020",110,0,0
"US","03-21-2020",25514,307,171
"Uzbekistan","03-21-2020",43,0,0
"Venezuela","03-21-2020",70,0,0
"Vietnam","03-21-2020",94,0,17
"Zambia","03-21-2020",2,0,0
"Zimbabwe","03-21-2020",3,0,0
"Afghanistan","03-22-2020",40,1,1
"Albania","03-22-2020",89,2,2
"Algeria","03-22-2020",201,17,65
"Andorra","03-22-2020",113,1,1
"Angola","03-22-2020",2,0,0
"Antigua and Barbuda","03-22-2020",1,0,0
"Argentina","03-22-2020",266,4,27
"Armenia","03-22-2020",194,0,2
"Australia","03-22-2020",1490,7,92
"Austria","03-22-2020",3580,16,9
"Azerbaijan","03-22-2020",65,1,11
"Bahamas","03-22-2020",4,0,0
"Bahrain","03-22-2020",334,2,149
"Bangladesh","03-22-2020",27,2,3
"Barbados","03-22-2020",14,0,0
"Belarus","03-22-2020",76,0,15
"Belgium","03-22-2020",3401,75,263
"Benin","03-22-2020",2,0,0
"Bhutan","03-22-2020",2,0,0
"Bolivia","03-22-2020",24,0,0
"Bosnia and Herzegovina","03-22-2020",126,1,2
"Brazil","03-22-2020",1546,25,2
"Brunei","03-22-2020",88,0,2
"Bulgaria","03-22-2020",187,3,3
"Burkina Faso","03-22-2020",75,4,5
"Cabo Verde","03-22-2020",3,0,0
"Cambodia","03-22-2020",84,0,2
"Cameroon","03-22-2020",40,0,2
"Canada","03-22-2020",1470,21,0
"Central African Republic","03-22-2020",3,0,0
"Chad","03-22-2020",1,0,0
"Chile","03-22-2020",632,1,8
"China","03-22-2020",81397,3265,72362
"Colombia","03-22-2020",231,2,3
"Congo (Brazzaville)","03-22-2020",3,0,0
"Congo (Kinshasa)","03-22-2020",30,1,0
"Costa Rica","03-22-2020",134,2,2
"Cote d'Ivoire","03-22-2020",14,0,1
"Croatia","03-22-2020",254,1,5
"Cruise Ship","03-22-2020",712,8,567
"Cuba","03-22-2020",35,1,0
"Cyprus","03-22-2020",95,1,3
"Czechia","03-22-2020",1120,1,6
"Denmark","03-22-2020",1514,13,4
"Djibouti","03-22-2020",1,0,0
"Dominica","03-22-2020",1,0,0
"Dominican Republic","03-22-2020",202,3,0
"Ecuador","03-22-2020",789,14,3
"Egypt","03-22-2020",327,14,56
"El Salvador","03-22-2020",3,0,0
"Equatorial Guinea","03-22-2020",6,0,0
"Eritrea","03-22-2020",1,0,0
"Estonia","03-22-2020",326,0,4
"Eswatini","03-22-2020",4,0,0
"Ethiopia","03-22-2020",11,0,0
"Fiji","03-22-2020",2,0,0
"Finland","03-22-2020",626,1,10
"France","03-22-2020",16214,676,2201
"Gabon","03-22-2020",5,1,0
"Gambia","03-22-2020",1,0,0
"Georgia","03-22-2020",54,0,1
"Germany","03-22-2020",24873,94,266
"Ghana","03-22-2020",23,1,0
"Greece","03-22-2020",624,15,19
"Grenada","03-22-2020",1,0,0
"Guatemala","03-22-2020",19,1,0
"Guinea","03-22-2020",2,0,0
"Guyana","03-22-2020",18,1,0
"Haiti","03-22-2020",2,0,0
"Holy See","03-22-2020",1,0,0
"Honduras","03-22-2020",26,0,0
"Hungary","03-22-2020",131,6,16
"Iceland","03-22-2020",568,1,5
"India","03-22-2020",396,7,24
"Indonesia","03-22-2020",514,48,29
"Iran","03-22-2020",21638,1685,7635
"Iraq","03-22-2020",233,20,57
"Ireland","03-22-2020",906,4,5
"Israel","03-22-2020",1071,1,37
"Italy","03-22-2020",59138,5476,7024
"Jamaica","03-22-2020",19,1,2
"Japan","03-22-2020",1086,36,235
"Jordan","03-22-2020",112,0,1
"Kazakhstan","03-22-2020",59,0,0
"Kenya","03-22-2020",15,0,0
"Kuwait","03-22-2020",188,0,30
"Kyrgyzstan","03-22-2020",14,0,0
"Latvia","03-22-2020",139,0,1
"Lebanon","03-22-2020",248,4,8
"Liberia","03-22-2020",3,0,0
"Liechtenstein","03-22-2020",37,0,0
"Lithuania","03-22-2020",129,1,1
"Luxembourg","03-22-2020",798,8,6
"Madagascar","03-22-2020",3,0,0
"Malaysia","03-22-2020",1306,10,139
"Maldives","03-22-2020",13,0,3
"Malta","03-22-2020",90,0,2
"Mauritania","03-22-2020",2,0,0
"Mauritius","03-22-2020",28,2,0
"Mexico","03-22-2020",251,2,4
"Moldova","03-22-2020",94,1,1
"Monaco","03-22-2020",23,0,1
"Mongolia","03-22-2020",10,0,0
"Montenegro","03-22-2020",21,0,0
"Morocco","03-22-2020",115,4,3
"Mozambique","03-22-2020",1,0,0
"Namibia","03-22-2020",3,0,0
"Nepal","03-22-2020",1,0,1
"Netherlands","03-22-2020",4217,180,3
"New Zealand","03-22-2020",102,0,0
"Nicaragua","03-22-2020",2,0,0
"Niger","03-22-2020",2,0,0
"Nigeria","03-22-2020",30,0,2
"North Macedonia","03-22-2020",115,1,1
"Norway","03-22-2020",2263,7,6
"Oman","03-22-2020",55,0,17
"Pakistan","03-22-2020",776,4,13
"Panama","03-22-2020",313,3,1
"Papua New Guinea","03-22-2020",1,0,0
"Paraguay","03-22-2020",22,1,0
"Peru","03-22-2020",363,5,1
"Philippines","03-22-2020",380,25,15
"Poland","03-22-2020",634,7,13
"Portugal","03-22-2020",1600,14,5
"Qatar","03-22-2020",494,0,33
"Romania","03-22-2020",433,3,64
"Russia","03-22-2020",367,1,16
"Rwanda","03-22-2020",19,0,0
"Saint Lucia","03-22-2020",2,0,0
"Saint Vincent and the Grenadines","03-22-2020",1,0,0
"San Marino","03-22-2020",175,20,4
"Saudi Arabia","03-22-2020",511,0,17
"Senegal","03-22-2020",67,0,5
"Serbia","03-22-2020",222,2,2
"Seychelles","03-22-2020",7,0,0
"Singapore","03-22-2020",455,2,144
"Slovakia","03-22-2020",185,0,7
"Slovenia","03-22-2020",414,2,0
"Somalia","03-22-2020",1,0,0
"South Africa","03-22-2020",274,0,2
"South Korea","03-22-2020",8897,104,2909
"Spain","03-22-2020",28603,1756,2125
"Sri Lanka","03-22-2020",82,0,3
"Sudan","03-22-2020",2,1,0
"Suriname","03-22-2020",5,0,0
"Sweden","03-22-2020",1931,21,16
"Switzerland","03-22-2020",7474,98,131
"Syria","03-22-2020",1,0,0
"Taiwan","03-22-2020",169,2,28
"Tanzania","03-22-2020",12,0,0
"Thailand","03-22-2020",599,1,44
"Timor-Leste","03-22-2020",1,0,0
"Togo","03-22-2020",16,0,0
"Trinidad and Tobago","03-22-2020",50,0,0
"Tunisia","03-22-2020",75,3,1
"Turkey","03-22-2020",1236,30,0
"Uganda","03-22-2020",1,0,0
"UK","03-22-2020",5741,282,95
"Ukraine","03-22-2020",73,3,1
"United Arab Emirates","03-22-2020",153,2,38
"Uruguay","03-22-2020",135,0,0
"US","03-22-2020",33848,427,0
"Uzbekistan","03-22-2020",43,0,0
"Venezuela","03-22-2020",70,0,15
"Vietnam","03-22-2020",113,0,17
"Zambia","03-22-2020",3,0,0
"Zimbabwe","03-22-2020",3,0,0
"Afghanistan","03-23-2020",40,1,1
"Albania","03-23-2020",104,4,2
"Algeria","03-23-2020",230,17,65
"Andorra","03-23-2020",133,1,1
"Angola","03-23-2020",3,0,0
"Antigua and Barbuda","03-23-2020",3,0,0
"Argentina","03-23-2020",266,4,27
"Armenia","03-23-2020",235,0,2
"Australia","03-23-2020",1682,7,119
"Austria","03-23-2020",4474,21,9
"Azerbaijan","03-23-2020",72,1,10
"Bahamas","03-23-2020",4,0,0
"Bahrain","03-23-2020",377,2,164
"Bangladesh","03-23-2020",33,3,5
"Barbados","03-23-2020",17,0,0
"Belarus","03-23-2020",81,0,22
"Belgium","03-23-2020",3743,88,401
"Belize","03-23-2020",1,0,0
"Benin","03-23-2020",5,0,0
"Bhutan","03-23-2020",2,0,0
"Bolivia","03-23-2020",27,0,0
"Bosnia and Herzegovina","03-23-2020",132,1,2
"Brazil","03-23-2020",1924,34,2
"Brunei","03-23-2020",91,0,2
"Bulgaria","03-23-2020",201,3,3
"Burkina Faso","03-23-2020",99,4,5
"Cabo Verde","03-23-2020",3,0,0
"Cambodia","03-23-2020",87,0,2
"Cameroon","03-23-2020",56,0,2
"Canada","03-23-2020",2088,25,0
"Central African Republic","03-23-2020",3,0,0
"Chad","03-23-2020",1,0,0
"Chile","03-23-2020",746,2,11
"China","03-23-2020",81496,3274,72819
"Colombia","03-23-2020",277,3,3
"Congo (Brazzaville)","03-23-2020",4,0,0
"Congo (Kinshasa)","03-23-2020",36,1,0
"Costa Rica","03-23-2020",158,2,2
"Cote d'Ivoire","03-23-2020",25,0,2
"Croatia","03-23-2020",315,1,5
"Cruise Ship","03-23-2020",712,8,567
"Cuba","03-23-2020",40,1,0
"Cyprus","03-23-2020",116,1,3
"Czechia","03-23-2020",1236,1,7
"Denmark","03-23-2020",1572,24,24
"Djibouti","03-23-2020",3,0,0
"Dominica","03-23-2020",2,0,0
"Dominican Republic","03-23-2020",245,3,3
"Ecuador","03-23-2020",981,18,3
"Egypt","03-23-2020",366,19,68
"El Salvador","03-23-2020",3,0,0
"Equatorial Guinea","03-23-2020",9,0,0
"Eritrea","03-23-2020",1,0,0
"Estonia","03-23-2020",352,0,4
"Eswatini","03-23-2020",4,0,0
"Ethiopia","03-23-2020",11,0,0
"Fiji","03-23-2020",3,0,0
"Finland","03-23-2020",700,1,10
"France","03-23-2020",20123,862,2207
"Gabon","03-23-2020",5,1,0
"Gambia","03-23-2020",2,1,0
"Georgia","03-23-2020",61,0,8
"Germany","03-23-2020",29056,123,453
"Ghana","03-23-2020",27,2,0
"Greece","03-23-2020",695,17,29
"Grenada","03-23-2020",1,0,0
"Guatemala","03-23-2020",20,1,0
"Guinea","03-23-2020",4,0,0
"Guyana","03-23-2020",20,1,0
"Haiti","03-23-2020",6,0,0
"Holy See","03-23-2020",1,0,0
"Honduras","03-23-2020",27,0,0
"Hungary","03-23-2020",167,7,16
"Iceland","03-23-2020",588,1,51
"India","03-23-2020",499,10,34
"Indonesia","03-23-2020",579,49,30
"Iran","03-23-2020",23049,1812,8376
"Iraq","03-23-2020",266,23,62
"Ireland","03-23-2020",1125,6,5
"Israel","03-23-2020",1442,1,41
"Italy","03-23-2020",63927,6077,7432
"Jamaica","03-23-2020",19,1,2
"Japan","03-23-2020",1128,42,235
"Jordan","03-23-2020",127,0,1
"Kazakhstan","03-23-2020",62,0,0
"Kenya","03-23-2020",16,0,0
"Kuwait","03-23-2020",189,0,30
"Kyrgyzstan","03-23-2020",16,0,0
"Latvia","03-23-2020",180,0,1
"Lebanon","03-23-2020",267,4,8
"Liberia","03-23-2020",3,0,0
"Liechtenstein","03-23-2020",51,0,0
"Lithuania","03-23-2020",179,1,1
"Luxembourg","03-23-2020",875,8,6
"Madagascar","03-23-2020",12,0,0
"Malaysia","03-23-2020",1518,14,159
"Maldives","03-23-2020",13,0,5
"Malta","03-23-2020",107,0,2
"Mauritania","03-23-2020",2,0,0
"Mauritius","03-23-2020",36,2,0
"Mexico","03-23-2020",316,3,4
"Moldova","03-23-2020",109,1,2
"Monaco","03-23-2020",23,0,1
"Mongolia","03-23-2020",10,0,0
"Montenegro","03-23-2020",27,1,0
"Morocco","03-23-2020",143,4,5
"Mozambique","03-23-2020",1,0,0
"Namibia","03-23-2020",4,0,0
"Nepal","03-23-2020",2,0,1
"Netherlands","03-23-2020",4764,214,3
"New Zealand","03-23-2020",102,0,0
"Nicaragua","03-23-2020",2,0,0
"Niger","03-23-2020",3,0,0
"Nigeria","03-23-2020",40,1,2
"North Macedonia","03-23-2020",136,2,1
"Norway","03-23-2020",2621,10,6
"Oman","03-23-2020",66,0,17
"Pakistan","03-23-2020",875,6,13
"Panama","03-23-2020",313,3,1
"Papua New Guinea","03-23-2020",1,0,0
"Paraguay","03-23-2020",22,1,0
"Peru","03-23-2020",395,5,1
"Philippines","03-23-2020",462,33,18
"Poland","03-23-2020",749,8,13
"Portugal","03-23-2020",2060,23,14
"Qatar","03-23-2020",501,0,33
"Romania","03-23-2020",576,7,73
"Russia","03-23-2020",438,1,17
"Rwanda","03-23-2020",36,0,0
"Saint Lucia","03-23-2020",3,0,0
"Saint Vincent and the Grenadines","03-23-2020",1,0,0
"San Marino","03-23-2020",187,20,4
"Saudi Arabia","03-23-2020",562,0,19
"Senegal","03-23-2020",79,0,8
"Serbia","03-23-2020",249,3,3
"Seychelles","03-23-2020",7,0,0
"Singapore","03-23-2020",509,2,152
"Slovakia","03-23-2020",186,0,7
"Slovenia","03-23-2020",442,3,0
"Somalia","03-23-2020",1,0,0
"South Africa","03-23-2020",402,0,4
"South Korea","03-23-2020",8961,111,3166
"Spain","03-23-2020",35136,2311,3355
"Sri Lanka","03-23-2020",97,0,2
"Sudan","03-23-2020",2,1,0
"Suriname","03-23-2020",5,0,0
"Sweden","03-23-2020",2046,25,16
"Switzerland","03-23-2020",8795,120,131
"Syria","03-23-2020",1,0,0
"Taiwan","03-23-2020",195,2,28
"Tanzania","03-23-2020",12,0,0
"Thailand","03-23-2020",721,1,52
"Timor-Leste","03-23-2020",1,0,0
"Togo","03-23-2020",18,0,0
"Trinidad and Tobago","03-23-2020",51,0,0
"Tunisia","03-23-2020",89,3,1
"Turkey","03-23-2020",1529,37,0
"Uganda","03-23-2020",9,0,0
"UK","03-23-2020",6726,336,140
"Ukraine","03-23-2020",73,3,1
"United Arab Emirates","03-23-2020",198,2,41
"Uruguay","03-23-2020",158,0,0
"US","03-23-2020",43667,552,0
"Uzbekistan","03-23-2020",46,0,0
"Venezuela","03-23-2020",77,0,15
"Vietnam","03-23-2020",123,0,17
"Zambia","03-23-2020",3,0,0
"Zimbabwe","03-23-2020",3,1,0
"Afghanistan","03-24-2020",74,1,1
"Albania","03-24-2020",123,5,10
"Algeria","03-24-2020",264,19,24
"Andorra","03-24-2020",164,1,1
"Angola","03-24-2020",3,0,0
"Antigua and Barbuda","03-24-2020",3,0,0
"Argentina","03-24-2020",387,6,52
"Armenia","03-24-2020",249,0,14
"Australia","03-24-2020",2044,8,119
"Austria","03-24-2020",5283,28,9
"Azerbaijan","03-24-2020",87,1,10
"Bahamas","03-24-2020",5,0,1
"Bahrain","03-24-2020",392,3,177
"Bangladesh","03-24-2020",39,4,5
"Barbados","03-24-2020",18,0,0
"Belarus","03-24-2020",81,0,22
"Belgium","03-24-2020",4269,122,461
"Belize","03-24-2020",1,0,0
"Benin","03-24-2020",6,0,0
"Bhutan","03-24-2020",2,0,0
"Bolivia","03-24-2020",29,0,0
"Bosnia and Herzegovina","03-24-2020",166,3,2
"Brazil","03-24-2020",2247,46,2
"Brunei","03-24-2020",104,0,2
"Bulgaria","03-24-2020",218,3,3
"Burkina Faso","03-24-2020",114,4,7
"Cabo Verde","03-24-2020",3,1,0
"Cambodia","03-24-2020",91,0,4
"Cameroon","03-24-2020",66,0,2
"Canada","03-24-2020",2790,26,110
"Central African Republic","03-24-2020",3,0,0
"Chad","03-24-2020",3,0,0
"Chile","03-24-2020",922,2,17
"China","03-24-2020",81591,3281,73280
"Colombia","03-24-2020",378,3,6
"Congo (Brazzaville)","03-24-2020",4,0,0
"Congo (Kinshasa)","03-24-2020",45,2,0
"Costa Rica","03-24-2020",177,2,2
"Cote d'Ivoire","03-24-2020",73,0,2
"Croatia","03-24-2020",382,1,5
"Cuba","03-24-2020",48,1,1
"Cyprus","03-24-2020",124,3,3
"Czechia","03-24-2020",1394,3,10
"Denmark","03-24-2020",1718,32,36
"Djibouti","03-24-2020",3,0,0
"Dominica","03-24-2020",2,0,0
"Dominican Republic","03-24-2020",312,6,3
"Ecuador","03-24-2020",1082,27,3
"Egypt","03-24-2020",402,20,80
"El Salvador","03-24-2020",5,0,0
"Equatorial Guinea","03-24-2020",9,0,0
"Eritrea","03-24-2020",1,0,0
"Estonia","03-24-2020",369,0,7
"Eswatini","03-24-2020",4,0,0
"Ethiopia","03-24-2020",12,0,0
"Fiji","03-24-2020",4,0,0
"Finland","03-24-2020",792,1,10
"France","03-24-2020",22622,1102,3288
"Gabon","03-24-2020",6,1,0
"Gambia","03-24-2020",3,1,0
"Georgia","03-24-2020",70,0,9
"Germany","03-24-2020",32986,157,3243
"Ghana","03-24-2020",53,2,0
"Greece","03-24-2020",743,20,29
"Grenada","03-24-2020",1,0,0
"Guatemala","03-24-2020",21,1,0
"Guinea","03-24-2020",4,0,0
"Guyana","03-24-2020",5,1,0
"Haiti","03-24-2020",7,0,0
"Holy See","03-24-2020",4,0,0
"Honduras","03-24-2020",30,0,0
"Hungary","03-24-2020",187,9,21
"Iceland","03-24-2020",648,2,51
"India","03-24-2020",536,10,40
"Indonesia","03-24-2020",686,55,30
"Iran","03-24-2020",24811,1934,8913
"Iraq","03-24-2020",316,27,75
"Ireland","03-24-2020",1329,7,5
"Israel","03-24-2020",1930,3,53
"Italy","03-24-2020",69176,6820,8326
"Jamaica","03-24-2020",21,1,2
"Japan","03-24-2020",1193,43,285
"Jordan","03-24-2020",154,0,1
"Kazakhstan","03-24-2020",72,0,0
"Kenya","03-24-2020",25,0,0
"Kuwait","03-24-2020",191,0,39
"Kyrgyzstan","03-24-2020",42,0,0
"Laos","03-24-2020",2,0,0
"Latvia","03-24-2020",197,0,1
"Lebanon","03-24-2020",318,4,8
"Liberia","03-24-2020",3,0,0
"Libya","03-24-2020",1,0,0
"Liechtenstein","03-24-2020",51,0,0
"Lithuania","03-24-2020",209,2,1
"Luxembourg","03-24-2020",1099,8,6
"Madagascar","03-24-2020",17,0,0
"Malaysia","03-24-2020",1624,16,183
"Maldives","03-24-2020",13,0,5
"Malta","03-24-2020",110,0,2
"Mauritania","03-24-2020",2,0,0
"Mauritius","03-24-2020",42,2,0
"Mexico","03-24-2020",367,4,4
"Moldova","03-24-2020",125,1,2
"Monaco","03-24-2020",23,0,1
"Mongolia","03-24-2020",10,0,0
"Montenegro","03-24-2020",47,1,0
"Morocco","03-24-2020",170,5,6
"Mozambique","03-24-2020",3,0,0
"Namibia","03-24-2020",7,0,2
"Nepal","03-24-2020",2,0,1
"Netherlands","03-24-2020",5580,277,3
"New Zealand","03-24-2020",155,0,12
"Nicaragua","03-24-2020",2,0,0
"Niger","03-24-2020",3,0,0
"Nigeria","03-24-2020",44,1,2
"North Macedonia","03-24-2020",148,2,1
"Norway","03-24-2020",2863,12,6
"Oman","03-24-2020",84,0,17
"Pakistan","03-24-2020",972,7,18
"Panama","03-24-2020",345,6,1
"Papua New Guinea","03-24-2020",1,0,0
"Paraguay","03-24-2020",27,2,0
"Peru","03-24-2020",416,7,1
"Philippines","03-24-2020",552,35,20
"Poland","03-24-2020",901,10,1
"Portugal","03-24-2020",2362,33,22
"Qatar","03-24-2020",526,0,41
"Romania","03-24-2020",794,11,79
"Russia","03-24-2020",495,1,22
"Rwanda","03-24-2020",40,0,0
"Saint Lucia","03-24-2020",3,0,0
"Saint Vincent and the Grenadines","03-24-2020",1,0,0
"San Marino","03-24-2020",187,21,4
"Saudi Arabia","03-24-2020",767,1,28
"Senegal","03-24-2020",86,0,8
"Serbia","03-24-2020",303,3,15
"Seychelles","03-24-2020",7,0,0
"Singapore","03-24-2020",558,2,156
"Slovakia","03-24-2020",204,0,7
"Slovenia","03-24-2020",480,4,3
"Somalia","03-24-2020",1,0,0
"South Africa","03-24-2020",554,0,4
"South Korea","03-24-2020",9037,120,3507
"Spain","03-24-2020",39885,2808,3794
"Sri Lanka","03-24-2020",102,0,2
"Sudan","03-24-2020",3,1,0
"Suriname","03-24-2020",7,0,0
"Sweden","03-24-2020",2286,36,16
"Switzerland","03-24-2020",9877,122,131
"Syria","03-24-2020",1,0,0
"Taiwan","03-24-2020",215,2,29
"Tanzania","03-24-2020",12,0,0
"Thailand","03-24-2020",827,4,52
"Timor-Leste","03-24-2020",1,0,0
"Togo","03-24-2020",20,0,1
"Trinidad and Tobago","03-24-2020",57,0,0
"Tunisia","03-24-2020",114,4,1
"Turkey","03-24-2020",1872,44,0
"Uganda","03-24-2020",9,0,0
"UK","03-24-2020",8164,423,140
"Ukraine","03-24-2020",97,3,1
"United Arab Emirates","03-24-2020",248,2,45
"Uruguay","03-24-2020",162,0,0
"US","03-24-2020",53740,706,348
"Uzbekistan","03-24-2020",50,0,0
"Venezuela","03-24-2020",84,0,15
"Vietnam","03-24-2020",134,0,17
"Zambia","03-24-2020",3,0,0
"Zimbabwe","03-24-2020",3,1,0
"Afghanistan","03-25-2020",84,2,2
"Albania","03-25-2020",146,5,17
"Algeria","03-25-2020",302,21,65
"Andorra","03-25-2020",188,1,1
"Angola","03-25-2020",3,0,0
"Antigua and Barbuda","03-25-2020",3,0,0
"Argentina","03-25-2020",387,8,52
"Armenia","03-25-2020",265,0,16
"Australia","03-25-2020",2364,8,119
"Austria","03-25-2020",5588,30,9
"Azerbaijan","03-25-2020",93,2,10
"Bahamas","03-25-2020",5,0,1
"Bahrain","03-25-2020",419,4,177
"Bangladesh","03-25-2020",39,5,7
"Barbados","03-25-2020",18,0,0
"Belarus","03-25-2020",86,0,29
"Belgium","03-25-2020",4937,178,547
"Belize","03-25-2020",2,0,0
"Benin","03-25-2020",6,0,0
"Bhutan","03-25-2020",2,0,0
"Bolivia","03-25-2020",32,0,0
"Bosnia and Herzegovina","03-25-2020",176,3,2
"Brazil","03-25-2020",2554,59,2
"Brunei","03-25-2020",109,0,2
"Bulgaria","03-25-2020",242,3,4
"Burkina Faso","03-25-2020",146,4,10
"Cabo Verde","03-25-2020",4,1,0
"Cambodia","03-25-2020",96,0,10
"Cameroon","03-25-2020",75,1,2
"Canada","03-25-2020",3251,30,183
"Central African Republic","03-25-2020",3,0,0
"Chad","03-25-2020",3,0,0
"Chile","03-25-2020",1142,3,22
"China","03-25-2020",81661,3285,73773
"Colombia","03-25-2020",470,4,8
"Congo (Brazzaville)","03-25-2020",4,0,0
"Congo (Kinshasa)","03-25-2020",48,2,0
"Costa Rica","03-25-2020",201,2,2
"Cote d'Ivoire","03-25-2020",80,0,3
"Croatia","03-25-2020",442,1,22
"Cuba","03-25-2020",57,1,1
"Cyprus","03-25-2020",132,3,3
"Czechia","03-25-2020",1654,6,10
"Denmark","03-25-2020",1862,34,41
"Diamond Princess","03-25-2020",712,10,587
"Djibouti","03-25-2020",11,0,0
"Dominica","03-25-2020",7,0,0
"Dominican Republic","03-25-2020",392,10,3
"Ecuador","03-25-2020",1173,28,3
"Egypt","03-25-2020",456,21,95
"El Salvador","03-25-2020",9,0,0
"Equatorial Guinea","03-25-2020",9,0,0
"Eritrea","03-25-2020",4,0,0
"Estonia","03-25-2020",404,1,8
"Eswatini","03-25-2020",4,0,0
"Ethiopia","03-25-2020",12,0,0
"Fiji","03-25-2020",5,0,0
"Finland","03-25-2020",880,3,10
"France","03-25-2020",25600,1333,3907
"Gabon","03-25-2020",6,1,0
"Gambia","03-25-2020",3,1,0
"Georgia","03-25-2020",75,0,10
"Germany","03-25-2020",37323,206,3547
"Ghana","03-25-2020",93,4,0
"Greece","03-25-2020",821,22,36
"Grenada","03-25-2020",1,0,0
"Guatemala","03-25-2020",24,1,4
"Guinea","03-25-2020",4,0,0
"Guinea-Bissau","03-25-2020",2,0,0
"Guyana","03-25-2020",5,1,0
"Haiti","03-25-2020",8,0,0
"Holy See","03-25-2020",4,0,0
"Honduras","03-25-2020",36,0,0
"Hungary","03-25-2020",226,10,21
"Iceland","03-25-2020",737,2,56
"India","03-25-2020",657,12,43
"Indonesia","03-25-2020",790,58,31
"Iran","03-25-2020",27017,2077,9625
"Iraq","03-25-2020",346,29,103
"Ireland","03-25-2020",1564,9,5
"Israel","03-25-2020",2369,5,58
"Italy","03-25-2020",74386,7503,9362
"Jamaica","03-25-2020",26,1,2
"Japan","03-25-2020",1307,45,310
"Jordan","03-25-2020",172,0,1
"Kazakhstan","03-25-2020",81,0,0
"Kenya","03-25-2020",28,0,1
"Kuwait","03-25-2020",195,0,43
"Kyrgyzstan","03-25-2020",44,0,0
"Laos","03-25-2020",3,0,0
"Latvia","03-25-2020",221,0,1
"Lebanon","03-25-2020",333,6,20
"Liberia","03-25-2020",3,0,0
"Libya","03-25-2020",1,0,0
"Liechtenstein","03-25-2020",51,0,0
"Lithuania","03-25-2020",274,4,1
"Luxembourg","03-25-2020",1333,8,6
"Madagascar","03-25-2020",19,0,0
"Malaysia","03-25-2020",1796,20,199
"Maldives","03-25-2020",13,0,8
"Mali","03-25-2020",2,0,0
"Malta","03-25-2020",129,0,2
"Mauritania","03-25-2020",2,0,0
"Mauritius","03-25-2020",48,2,0
"Mexico","03-25-2020",405,5,4
"Moldova","03-25-2020",149,1,2
"Monaco","03-25-2020",31,0,1
"Mongolia","03-25-2020",10,0,0
"Montenegro","03-25-2020",52,1,0
"Morocco","03-25-2020",225,6,7
"Mozambique","03-25-2020",5,0,0
"Namibia","03-25-2020",7,0,2
"Nepal","03-25-2020",3,0,1
"Netherlands","03-25-2020",6438,357,4
"New Zealand","03-25-2020",205,0,22
"Nicaragua","03-25-2020",2,0,0
"Niger","03-25-2020",7,1,0
"Nigeria","03-25-2020",51,1,2
"North Macedonia","03-25-2020",177,3,1
"Norway","03-25-2020",3084,14,6
"Oman","03-25-2020",99,0,17
"Pakistan","03-25-2020",1063,8,21
"Panama","03-25-2020",443,8,1
"Papua New Guinea","03-25-2020",1,0,0
"Paraguay","03-25-2020",37,3,0
"Peru","03-25-2020",480,9,1
"Philippines","03-25-2020",636,38,26
"Poland","03-25-2020",1051,14,7
"Portugal","03-25-2020",2995,43,22
"Qatar","03-25-2020",537,0,41
"Romania","03-25-2020",906,17,86
"Russia","03-25-2020",658,3,29
"Rwanda","03-25-2020",41,0,0
"Saint Kitts and Nevis","03-25-2020",2,0,0
"Saint Lucia","03-25-2020",3,0,0
"Saint Vincent and the Grenadines","03-25-2020",1,0,0
"San Marino","03-25-2020",208,21,4
"Saudi Arabia","03-25-2020",900,2,29
"Senegal","03-25-2020",99,0,9
"Serbia","03-25-2020",384,4,15
"Seychelles","03-25-2020",7,0,0
"Singapore","03-25-2020",631,2,160
"Slovakia","03-25-2020",216,0,7
"Slovenia","03-25-2020",528,5,10
"Somalia","03-25-2020",1,0,0
"South Africa","03-25-2020",709,0,12
"South Korea","03-25-2020",9137,126,3730
"Spain","03-25-2020",49515,3647,5367
"Sri Lanka","03-25-2020",102,0,3
"Sudan","03-25-2020",3,1,0
"Suriname","03-25-2020",8,0,0
"Sweden","03-25-2020",2526,62,16
"Switzerland","03-25-2020",10897,153,131
"Syria","03-25-2020",5,0,0
"Taiwan","03-25-2020",235,2,29
"Tanzania","03-25-2020",12,0,0
"Thailand","03-25-2020",934,4,70
"Timor-Leste","03-25-2020",1,0,0
"Togo","03-25-2020",23,0,1
"Trinidad and Tobago","03-25-2020",60,1,0
"Tunisia","03-25-2020",173,5,2
"Turkey","03-25-2020",2433,59,26
"Uganda","03-25-2020",14,0,0
"UK","03-25-2020",9640,466,140
"Ukraine","03-25-2020",145,5,1
"United Arab Emirates","03-25-2020",333,2,52
"Uruguay","03-25-2020",189,0,0
"US","03-25-2020",65778,942,361
"Uzbekistan","03-25-2020",60,0,0
"Venezuela","03-25-2020",91,0,15
"Vietnam","03-25-2020",141,0,17
"Zambia","03-25-2020",12,0,0
"Zimbabwe","03-25-2020",3,1,0
"Afghanistan","03-26-2020",94,4,2
"Albania","03-26-2020",174,6,17
"Algeria","03-26-2020",367,25,29
"Andorra","03-26-2020",224,3,1
"Angola","03-26-2020",4,0,0
"Antigua and Barbuda","03-26-2020",7,0,0
"Argentina","03-26-2020",502,9,63
"Armenia","03-26-2020",290,1,18
"Australia","03-26-2020",2810,13,172
"Austria","03-26-2020",6909,49,112
"Azerbaijan","03-26-2020",122,3,15
"Bahamas","03-26-2020",9,0,1
