*column definitions at bottom of table,,,,,,,,,
prot_group,Correlation.rho,LowerBound(95%CI),UpperBound(95%CI),p_value,day,death_threshold,num_countries,corrected_pvalue,norm_days
Full SARS-CoV-2 proteome,-0.783216783216783,-0.932038214986165,-0.580670023389069,0.00411545002029303,11,44,12,0.0402871098197223,0.476190476190476
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,12,44,11,0.0402871098197223,0.523809523809524
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,13,44,11,0.0402871098197223,0.571428571428571
Full SARS-CoV-2 proteome,-0.7,-1,-0.326507228553488,0.0208123843500963,14,44,11,0.0402871098197223,0.619047619047619
Full SARS-CoV-2 proteome,-0.7,-1,-0.326507228553488,0.0208123843500963,15,44,11,0.0402871098197223,0.666666666666667
Full SARS-CoV-2 proteome,-0.684848484848485,-0.986964753428941,-0.290869208331859,0.0350915379341638,16,44,10,0.0477091762630978,0.714285714285714
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,17,44,9,0.0477091762630978,0.761904761904762
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,18,44,9,0.0477091762630978,0.80952380952381
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,19,44,9,0.0477091762630978,0.857142857142857
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,20,44,9,0.0477091762630978,0.904761904761905
Full SARS-CoV-2 proteome,-0.783333333333333,-0.919885768301482,-0.517545549409187,0.0172233245149912,21,44,9,0.0402871098197223,0.952380952380952
Full SARS-CoV-2 proteome,-0.80952380952381,-0.956147123802831,-0.47045225763673,0.0217757936507936,22,44,8,0.0402871098197223,1
SARS-CoV-2 structural proteins,-0.218045112781955,-0.723463861360773,0.291109479324167,0.354115700949578,1,45,20,0.354115700949578,0
SARS-CoV-2 structural proteins,-0.275187969924812,-0.774967426125437,0.228666951941703,0.239342627476673,2,45,20,0.250739895451753,0.0476190476190476
SARS-CoV-2 structural proteins,-0.341353383458647,-0.833215610325091,0.154810723832705,0.140979560195023,3,45,20,0.155077516214525,0.0952380952380952
SARS-CoV-2 structural proteins,-0.381954887218045,-0.837556129792415,0.0810048350305111,0.097394884728615,4,45,20,0.112773024422607,0.142857142857143
SARS-CoV-2 structural proteins,-0.56656346749226,-0.955981201487148,-0.162270875111424,0.0158442102509198,5,45,18,0.0261433225553596,0.19047619047619
SARS-CoV-2 structural proteins,-0.581011351909185,-0.957935401933987,-0.187824123382604,0.0129578195790805,6,45,18,0.0261433225553596,0.238095238095238
SARS-CoV-2 structural proteins,-0.75,-0.922453311716247,-0.544003236531482,0.00190680714071311,7,45,15,0.0127147838341779,0.285714285714286
SARS-CoV-2 structural proteins,-0.762637362637363,-0.965774521733416,-0.524000347797089,0.00230609278945144,8,45,14,0.0127147838341779,0.333333333333333
SARS-CoV-2 structural proteins,-0.769230769230769,-0.94365221345722,-0.556904039548696,0.00325008247770679,9,45,13,0.0127147838341779,0.380952380952381
SARS-CoV-2 structural proteins,-0.785714285714286,-0.972476302902163,-0.562980926209189,0.00234053510808913,10,45,13,0.0127147838341779,0.428571428571429
SARS-CoV-2 structural proteins,-0.825174825174825,-0.976797909571618,-0.62465565569115,0.00171859567294698,11,45,12,0.0127147838341779,0.476190476190476
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,12,45,11,0.0127147838341779,0.523809523809524
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,13,45,11,0.0127147838341779,0.571428571428571
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,14,45,11,0.0127147838341779,0.619047619047619
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,15,45,11,0.0127147838341779,0.666666666666667
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,16,45,9,0.0261433225553596,0.714285714285714
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,17,45,9,0.0261433225553596,0.761904761904762
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,18,45,9,0.0261433225553596,0.80952380952381
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,19,45,9,0.0261433225553596,0.857142857142857
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,20,45,9,0.0261433225553596,0.904761904761905
SARS-CoV-2 structural proteins,-0.833333333333333,-1,-0.441802834123633,0.0153769841269841,21,45,8,0.0261433225553596,0.952380952380952
SARS-CoV-2 structural proteins,-0.833333333333333,-1,-0.441802834123633,0.0153769841269841,22,45,8,0.0261433225553596,1
Full SARS-CoV-2 proteome,-0.181954887218045,-0.700328363656783,0.339022358951984,0.440913256613503,1,45,20,0.440913256613503,0
Full SARS-CoV-2 proteome,-0.231578947368421,-0.74132975488515,0.282134118434737,0.324387986726912,2,45,20,0.339835033713908,0.0476190476190476
Full SARS-CoV-2 proteome,-0.294736842105263,-0.790282857083883,0.206356334474031,0.206522415205221,3,45,20,0.227174656725743,0.0952380952380952
Full SARS-CoV-2 proteome,-0.347368421052632,-0.813656656791999,0.125259427944577,0.133767278324444,4,45,20,0.154888427533567,0.142857142857143
Full SARS-CoV-2 proteome,-0.519091847265222,-0.908802194172402,-0.114043868600059,0.0291286844692409,5,45,18,0.0450586664707035,0.19047619047619
Full SARS-CoV-2 proteome,-0.543859649122807,-0.908021836813306,-0.164492050638112,0.0214011898892728,6,45,18,0.0399222883597884,0.238095238095238
Full SARS-CoV-2 proteome,-0.642857142857143,-0.995098449166774,-0.264487253078467,0.0116708486083788,7,45,15,0.0355556118724372,0.285714285714286
Full SARS-CoV-2 proteome,-0.679120879120879,-0.993900058613358,-0.331928787864543,0.00953098125184563,8,45,14,0.0355556118724372,0.333333333333333
Full SARS-CoV-2 proteome,-0.653846153846154,-0.976954779530788,-0.290124722318486,0.0183248994068465,9,45,13,0.0399222883597884,0.380952380952381
Full SARS-CoV-2 proteome,-0.681318681318681,-0.986189930169191,-0.33544783799808,0.012929313408159,10,45,13,0.0355556118724372,0.428571428571429
Full SARS-CoV-2 proteome,-0.783216783216783,-0.932038214986165,-0.580670023389069,0.00411545002029303,11,45,12,0.0355556118724372,0.476190476190476
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,12,45,11,0.0355556118724372,0.523809523809524
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,13,45,11,0.0355556118724372,0.571428571428571
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,14,45,11,0.0355556118724372,0.619047619047619
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,15,45,11,0.0355556118724372,0.666666666666667
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,16,45,9,0.0450586664707035,0.714285714285714
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,17,45,9,0.0450586664707035,0.761904761904762
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,18,45,9,0.0450586664707035,0.80952380952381
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,19,45,9,0.0450586664707035,0.857142857142857
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,20,45,9,0.0450586664707035,0.904761904761905
Full SARS-CoV-2 proteome,-0.80952380952381,-0.956147123802831,-0.47045225763673,0.0217757936507936,21,45,8,0.0399222883597884,0.952380952380952
Full SARS-CoV-2 proteome,-0.80952380952381,-0.956147123802831,-0.47045225763673,0.0217757936507936,22,45,8,0.0399222883597884,1
SARS-CoV-2 structural proteins,-0.231578947368421,-0.740709952371877,0.281514315921467,0.324387986726912,1,46,20,0.324387986726912,0
SARS-CoV-2 structural proteins,-0.275187969924812,-0.774967426125437,0.228666951941703,0.239342627476673,2,46,20,0.250739895451753,0.0476190476190476
SARS-CoV-2 structural proteins,-0.341353383458647,-0.833215610325091,0.154810723832705,0.140979560195023,3,46,20,0.155077516214525,0.0952380952380952
SARS-CoV-2 structural proteins,-0.405263157894737,-0.880550454923413,0.0790922116959605,0.0863514381940272,4,46,19,0.0999858758036104,0.142857142857143
SARS-CoV-2 structural proteins,-0.56656346749226,-0.955981201487148,-0.162270875111424,0.0158442102509198,5,46,18,0.0261433225553596,0.19047619047619
SARS-CoV-2 structural proteins,-0.581011351909185,-0.957935401933987,-0.187824123382604,0.0129578195790805,6,46,18,0.0261433225553596,0.238095238095238
SARS-CoV-2 structural proteins,-0.75,-0.922453311716247,-0.544003236531482,0.00190680714071311,7,46,15,0.0128729430944902,0.285714285714286
SARS-CoV-2 structural proteins,-0.762637362637363,-0.965774521733416,-0.524000347797089,0.00230609278945144,8,46,14,0.0128729430944902,0.333333333333333
SARS-CoV-2 structural proteins,-0.769230769230769,-0.94365221345722,-0.556904039548696,0.00325008247770679,9,46,13,0.0143003629019099,0.380952380952381
SARS-CoV-2 structural proteins,-0.785714285714286,-0.972476302902163,-0.562980926209189,0.00234053510808913,10,46,13,0.0128729430944902,0.428571428571429
SARS-CoV-2 structural proteins,-0.825174825174825,-0.976797909571618,-0.62465565569115,0.00171859567294698,11,46,12,0.0128729430944902,0.476190476190476
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,12,46,11,0.0143041318134502,0.523809523809524
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,13,46,11,0.0143041318134502,0.571428571428571
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,14,46,11,0.0143041318134502,0.619047619047619
SARS-CoV-2 structural proteins,-0.806060606060606,-0.955133344513513,-0.570228360113533,0.00823557082285114,15,46,10,0.0201313953447472,0.666666666666667
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,16,46,9,0.0261433225553596,0.714285714285714
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,17,46,9,0.0261433225553596,0.761904761904762
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,18,46,9,0.0261433225553596,0.80952380952381
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,19,46,9,0.0261433225553596,0.857142857142857
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,20,46,9,0.0261433225553596,0.904761904761905
SARS-CoV-2 structural proteins,-0.833333333333333,-1,-0.441802834123633,0.0153769841269841,21,46,8,0.0261433225553596,0.952380952380952
SARS-CoV-2 structural proteins,-0.833333333333333,-1,-0.441802834123633,0.0153769841269841,22,46,8,0.0261433225553596,1
Full SARS-CoV-2 proteome,-0.195488721804511,-0.715637971359241,0.327490712240677,0.407106131495396,1,46,20,0.407106131495396,0
Full SARS-CoV-2 proteome,-0.231578947368421,-0.74132975488515,0.282134118434737,0.324387986726912,2,46,20,0.339835033713908,0.0476190476190476
Full SARS-CoV-2 proteome,-0.294736842105263,-0.790282857083883,0.206356334474031,0.206522415205221,3,46,20,0.227174656725743,0.0952380952380952
Full SARS-CoV-2 proteome,-0.368421052631579,-0.841795338895294,0.112881603085281,0.121270094163376,4,46,19,0.140418003768119,0.142857142857143
Full SARS-CoV-2 proteome,-0.519091847265222,-0.908802194172402,-0.114043868600059,0.0291286844692409,5,46,18,0.0450586664707035,0.19047619047619
Full SARS-CoV-2 proteome,-0.543859649122807,-0.908021836813306,-0.164492050638112,0.0214011898892728,6,46,18,0.0399222883597884,0.238095238095238
Full SARS-CoV-2 proteome,-0.642857142857143,-0.995098449166774,-0.264487253078467,0.0116708486083788,7,46,15,0.0399222883597884,0.285714285714286
Full SARS-CoV-2 proteome,-0.679120879120879,-0.993900058613358,-0.331928787864543,0.00953098125184563,8,46,14,0.0399222883597884,0.333333333333333
Full SARS-CoV-2 proteome,-0.653846153846154,-0.976954779530788,-0.290124722318486,0.0183248994068465,9,46,13,0.0399222883597884,0.380952380952381
Full SARS-CoV-2 proteome,-0.681318681318681,-0.986189930169191,-0.33544783799808,0.012929313408159,10,46,13,0.0399222883597884,0.428571428571429
Full SARS-CoV-2 proteome,-0.783216783216783,-0.932038214986165,-0.580670023389069,0.00411545002029303,11,46,12,0.0399222883597884,0.476190476190476
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,12,46,11,0.0399222883597884,0.523809523809524
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,13,46,11,0.0399222883597884,0.571428571428571
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,14,46,11,0.0399222883597884,0.619047619047619
Full SARS-CoV-2 proteome,-0.733333333333333,-0.947609298693334,-0.425493193223581,0.0211664810722656,15,46,10,0.0399222883597884,0.666666666666667
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,16,46,9,0.0450586664707035,0.714285714285714
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,17,46,9,0.0450586664707035,0.761904761904762
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,18,46,9,0.0450586664707035,0.80952380952381
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,19,46,9,0.0450586664707035,0.857142857142857
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,20,46,9,0.0450586664707035,0.904761904761905
Full SARS-CoV-2 proteome,-0.80952380952381,-0.956147123802831,-0.47045225763673,0.0217757936507936,21,46,8,0.0399222883597884,0.952380952380952
Full SARS-CoV-2 proteome,-0.80952380952381,-0.956147123802831,-0.47045225763673,0.0217757936507936,22,46,8,0.0399222883597884,1
SARS-CoV-2 structural proteins,-0.231578947368421,-0.740709952371877,0.281514315921467,0.324387986726912,1,47,20,0.324387986726912,0
SARS-CoV-2 structural proteins,-0.275187969924812,-0.774967426125437,0.228666951941703,0.239342627476673,2,47,20,0.250739895451753,0.0476190476190476
SARS-CoV-2 structural proteins,-0.341353383458647,-0.833215610325091,0.154810723832705,0.140979560195023,3,47,20,0.155077516214525,0.0952380952380952
SARS-CoV-2 structural proteins,-0.405263157894737,-0.880550454923413,0.0790922116959605,0.0863514381940272,4,47,19,0.0999858758036104,0.142857142857143
SARS-CoV-2 structural proteins,-0.56656346749226,-0.955981201487148,-0.162270875111424,0.0158442102509198,5,47,18,0.0261433225553596,0.19047619047619
SARS-CoV-2 structural proteins,-0.581011351909185,-0.957935401933987,-0.187824123382604,0.0129578195790805,6,47,18,0.0261433225553596,0.238095238095238
SARS-CoV-2 structural proteins,-0.75,-0.922453311716247,-0.544003236531482,0.00190680714071311,7,47,15,0.0143041318134502,0.285714285714286
SARS-CoV-2 structural proteins,-0.762637362637363,-0.965774521733416,-0.524000347797089,0.00230609278945144,8,47,14,0.0143041318134502,0.333333333333333
SARS-CoV-2 structural proteins,-0.769230769230769,-0.94365221345722,-0.556904039548696,0.00325008247770679,9,47,13,0.0143041318134502,0.380952380952381
SARS-CoV-2 structural proteins,-0.785714285714286,-0.972476302902163,-0.562980926209189,0.00234053510808913,10,47,13,0.0143041318134502,0.428571428571429
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,11,47,11,0.0143041318134502,0.476190476190476
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,12,47,11,0.0143041318134502,0.523809523809524
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,13,47,11,0.0143041318134502,0.571428571428571
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,14,47,11,0.0143041318134502,0.619047619047619
SARS-CoV-2 structural proteins,-0.806060606060606,-0.955133344513513,-0.570228360113533,0.00823557082285114,15,47,10,0.0201313953447472,0.666666666666667
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,16,47,9,0.0261433225553596,0.714285714285714
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,17,47,9,0.0261433225553596,0.761904761904762
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,18,47,9,0.0261433225553596,0.80952380952381
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,19,47,9,0.0261433225553596,0.857142857142857
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,20,47,9,0.0261433225553596,0.904761904761905
SARS-CoV-2 structural proteins,-0.833333333333333,-1,-0.441802834123633,0.0153769841269841,21,47,8,0.0261433225553596,0.952380952380952
SARS-CoV-2 structural proteins,-0.833333333333333,-1,-0.441802834123633,0.0153769841269841,22,47,8,0.0261433225553596,1
Full SARS-CoV-2 proteome,-0.195488721804511,-0.715637971359241,0.327490712240677,0.407106131495396,1,47,20,0.407106131495396,0
Full SARS-CoV-2 proteome,-0.231578947368421,-0.74132975488515,0.282134118434737,0.324387986726912,2,47,20,0.339835033713908,0.0476190476190476
Full SARS-CoV-2 proteome,-0.294736842105263,-0.790282857083883,0.206356334474031,0.206522415205221,3,47,20,0.227174656725743,0.0952380952380952
Full SARS-CoV-2 proteome,-0.368421052631579,-0.841795338895294,0.112881603085281,0.121270094163376,4,47,19,0.140418003768119,0.142857142857143
Full SARS-CoV-2 proteome,-0.519091847265222,-0.908802194172402,-0.114043868600059,0.0291286844692409,5,47,18,0.0450586664707035,0.19047619047619
Full SARS-CoV-2 proteome,-0.543859649122807,-0.908021836813306,-0.164492050638112,0.0214011898892728,6,47,18,0.0399222883597884,0.238095238095238
Full SARS-CoV-2 proteome,-0.642857142857143,-0.995098449166774,-0.264487253078467,0.0116708486083788,7,47,15,0.0399222883597884,0.285714285714286
Full SARS-CoV-2 proteome,-0.679120879120879,-0.993900058613358,-0.331928787864543,0.00953098125184563,8,47,14,0.0399222883597884,0.333333333333333
Full SARS-CoV-2 proteome,-0.653846153846154,-0.976954779530788,-0.290124722318486,0.0183248994068465,9,47,13,0.0399222883597884,0.380952380952381
Full SARS-CoV-2 proteome,-0.681318681318681,-0.986189930169191,-0.33544783799808,0.012929313408159,10,47,13,0.0399222883597884,0.428571428571429
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,11,47,11,0.0399222883597884,0.476190476190476
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,12,47,11,0.0399222883597884,0.523809523809524
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,13,47,11,0.0399222883597884,0.571428571428571
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,14,47,11,0.0399222883597884,0.619047619047619
Full SARS-CoV-2 proteome,-0.733333333333333,-0.947609298693334,-0.425493193223581,0.0211664810722656,15,47,10,0.0399222883597884,0.666666666666667
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,16,47,9,0.0450586664707035,0.714285714285714
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,17,47,9,0.0450586664707035,0.761904761904762
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,18,47,9,0.0450586664707035,0.80952380952381
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,19,47,9,0.0450586664707035,0.857142857142857
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,20,47,9,0.0450586664707035,0.904761904761905
Full SARS-CoV-2 proteome,-0.80952380952381,-0.956147123802831,-0.47045225763673,0.0217757936507936,21,47,8,0.0399222883597884,0.952380952380952
Full SARS-CoV-2 proteome,-0.80952380952381,-0.956147123802831,-0.47045225763673,0.0217757936507936,22,47,8,0.0399222883597884,1
SARS-CoV-2 structural proteins,-0.231578947368421,-0.740709952371877,0.281514315921467,0.324387986726912,1,48,20,0.324387986726912,0
SARS-CoV-2 structural proteins,-0.275187969924812,-0.774967426125437,0.228666951941703,0.239342627476673,2,48,20,0.250739895451753,0.0476190476190476
SARS-CoV-2 structural proteins,-0.359649122807018,-0.877516639944434,0.163421386784017,0.13091452593587,3,48,19,0.144005978529457,0.0952380952380952
SARS-CoV-2 structural proteins,-0.405263157894737,-0.880550454923413,0.0790922116959605,0.0863514381940272,4,48,19,0.0999858758036104,0.142857142857143
SARS-CoV-2 structural proteins,-0.576883384932921,-0.970460389399094,-0.168695964005641,0.0137353486536732,5,48,18,0.0225529100529101,0.19047619047619
SARS-CoV-2 structural proteins,-0.581011351909185,-0.957935401933987,-0.187824123382604,0.0129578195790805,6,48,18,0.0225529100529101,0.238095238095238
SARS-CoV-2 structural proteins,-0.75,-0.922453311716247,-0.544003236531482,0.00190680714071311,7,48,15,0.0128729430944902,0.285714285714286
SARS-CoV-2 structural proteins,-0.762637362637363,-0.965774521733416,-0.524000347797089,0.00230609278945144,8,48,14,0.0128729430944902,0.333333333333333
SARS-CoV-2 structural proteins,-0.785714285714286,-0.972476302902163,-0.562980926209189,0.00234053510808913,9,48,13,0.0128729430944902,0.380952380952381
SARS-CoV-2 structural proteins,-0.785714285714286,-0.972476302902163,-0.562980926209189,0.00234053510808913,10,48,13,0.0128729430944902,0.428571428571429
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,11,48,11,0.0163475792153716,0.476190476190476
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,12,48,11,0.0163475792153716,0.523809523809524
SARS-CoV-2 structural proteins,-0.8,-1,-0.533735457610224,0.00520150247761824,13,48,11,0.0163475792153716,0.571428571428571
SARS-CoV-2 structural proteins,-0.806060606060606,-0.955133344513513,-0.570228360113533,0.00823557082285114,14,48,10,0.0201313953447472,0.619047619047619
SARS-CoV-2 structural proteins,-0.806060606060606,-0.955133344513513,-0.570228360113533,0.00823557082285114,15,48,10,0.0201313953447472,0.666666666666667
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,16,48,9,0.0261433225553596,0.714285714285714
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,17,48,9,0.0261433225553596,0.761904761904762
SARS-CoV-2 structural proteins,-0.766666666666667,-0.92835512344484,-0.485199105977968,0.0213899911816578,18,48,9,0.0261433225553596,0.80952380952381
SARS-CoV-2 structural proteins,-0.816666666666667,-1,-0.516140512611495,0.0107694003527337,19,48,9,0.0215388007054674,0.857142857142857
SARS-CoV-2 structural proteins,-0.816666666666667,-1,-0.516140512611495,0.0107694003527337,20,48,9,0.0215388007054674,0.904761904761905
SARS-CoV-2 structural proteins,-0.833333333333333,-1,-0.441802834123633,0.0153769841269841,21,48,8,0.0225529100529101,0.952380952380952
SARS-CoV-2 structural proteins,-0.833333333333333,-1,-0.441802834123633,0.0153769841269841,22,48,8,0.0225529100529101,1
Full SARS-CoV-2 proteome,-0.195488721804511,-0.715637971359241,0.327490712240677,0.407106131495396,1,48,20,0.407106131495396,0
Full SARS-CoV-2 proteome,-0.231578947368421,-0.74132975488515,0.282134118434737,0.324387986726912,2,48,20,0.339835033713908,0.0476190476190476
Full SARS-CoV-2 proteome,-0.312280701754386,-0.820829194485201,0.203403323484265,0.192670706259691,3,48,19,0.21193777688566,0.0952380952380952
Full SARS-CoV-2 proteome,-0.368421052631579,-0.841795338895294,0.112881603085281,0.121270094163376,4,48,19,0.140418003768119,0.142857142857143
Full SARS-CoV-2 proteome,-0.535603715170279,-0.91968427594943,-0.135854970224581,0.0237693637480186,5,48,18,0.0348617334970939,0.19047619047619
Full SARS-CoV-2 proteome,-0.543859649122807,-0.908021836813306,-0.164492050638112,0.0214011898892728,6,48,18,0.03421910430839,0.238095238095238
Full SARS-CoV-2 proteome,-0.642857142857143,-0.995098449166774,-0.264487253078467,0.0116708486083788,7,48,15,0.03421910430839,0.285714285714286
Full SARS-CoV-2 proteome,-0.679120879120879,-0.993900058613358,-0.331928787864543,0.00953098125184563,8,48,14,0.03421910430839,0.333333333333333
Full SARS-CoV-2 proteome,-0.681318681318681,-0.986189930169191,-0.33544783799808,0.012929313408159,9,48,13,0.03421910430839,0.380952380952381
Full SARS-CoV-2 proteome,-0.681318681318681,-0.986189930169191,-0.33544783799808,0.012929313408159,10,48,13,0.03421910430839,0.428571428571429
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,11,48,11,0.03421910430839,0.476190476190476
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,12,48,11,0.03421910430839,0.523809523809524
Full SARS-CoV-2 proteome,-0.745454545454545,-0.952047929341473,-0.467902360854127,0.0118658922903862,13,48,11,0.03421910430839,0.571428571428571
Full SARS-CoV-2 proteome,-0.733333333333333,-0.947609298693334,-0.425493193223581,0.0211664810722656,14,48,10,0.03421910430839,0.619047619047619
Full SARS-CoV-2 proteome,-0.733333333333333,-0.947609298693334,-0.425493193223581,0.0211664810722656,15,48,10,0.03421910430839,0.666666666666667
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,16,48,9,0.0450586664707035,0.714285714285714
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,17,48,9,0.0450586664707035,0.761904761904762
Full SARS-CoV-2 proteome,-0.716666666666667,-0.89370283587797,-0.416699311862809,0.0368661816578483,18,48,9,0.0450586664707035,0.80952380952381
Full SARS-CoV-2 proteome,-0.783333333333333,-0.919885768301482,-0.517545549409187,0.0172233245149912,19,48,9,0.03421910430839,0.857142857142857
Full SARS-CoV-2 proteome,-0.783333333333333,-0.919885768301482,-0.517545549409187,0.0172233245149912,20,48,9,0.03421910430839,0.904761904761905
Full SARS-CoV-2 proteome,-0.80952380952381,-0.956147123802831,-0.47045225763673,0.0217757936507936,21,48,8,0.03421910430839,0.952380952380952
Full SARS-CoV-2 proteome,-0.80952380952381,-0.956147123802831,-0.47045225763673,0.0217757936507936,22,48,8,0.03421910430839,1
SARS-CoV-2 structural proteins,-0.213533834586466,-0.734356361167491,0.310684913382971,0.3643720064748,1,49,20,0.3643720064748,0
SARS-CoV-2 structural proteins,-0.257142857142857,-0.76689376513897,0.256117479621144,0.272540640444984,2,49,20,0.28551876618046,0.0476190476190476
SARS-CoV-2 structural proteins,-0.336842105263158,-0.849314871540048,0.180883205776436,0.158557804418203,3,49,19,0.174413584860024,0.0952380952380952
